,price,Q1,Q2,total_Q,true_x1Q,true_x2Q,true_x3Q,prof1,prof2,f1_int,f1_a1,f1_a2,f1_b,f2_int,f2_a1,f2_a2,f2_b,x1*Q,x2*Q,x3*Q,x1*Q,x2*Q,x3*Q,exp_price_1,exp_profit_1,exp_price_2,exp_profit_2,period
0,65.24537223868091,0.9044381908178866,1.1103022637947202,2.014740454612607,0.9533520942130006,1.0072796258475167,2.014740454612607,13.919641674725273,16.917206866547865,105.28650116862326,-15.035315886485769,0.0,-15.079059591899748,104.99537134345184,0.0,-4.963501351760557,-15.052901525994555,0.9533520942130006,1.0072796258475167,1.8088763816357731,0.9533520942130006,1.0072796258475167,2.2206045275894404,63.56657286226832,12.402370129372253,66.6545339569208,18.502429922663666,1
1,65.32498914826833,0.9062987008769613,1.1049759693966745,2.0112746702736364,0.9505890797627131,1.0290512270617862,2.0112746702736364,14.013818797086724,16.910277484547006,105.53598386253243,-15.073974868443651,0.0,-15.145043417657867,104.96325833495281,0.0,-4.884144359021081,-15.107283080290356,0.9505890797627131,1.0290512270617862,1.8125974017539226,0.9505890797627131,1.0290512270617862,2.209951938793349,63.66521341957621,12.501213510465497,66.6322795799979,18.392609759979877,2
2,65.42787737082095,0.9068425291587645,1.098031528078443,2.0048740572372075,0.9499011770620922,1.0643446244675314,2.0048740572372075,14.19277955149078,16.92205299346685,105.77657332589388,-15.121812846042726,0.0,-15.202520399034785,104.98218288744836,0.0,-4.8377025206689925,-15.163965048869501,0.9499011770620922,1.0643446244675314,1.813685058317529,0.9499011770620922,1.0643446244675314,2.196063056156886,63.73487635592401,12.65255645450949,66.58870710892381,18.22817607690591,3
3,65.19188761488611,0.899300199508299,1.101026868443047,2.000327067951346,0.9803206365843703,1.0118997505851748,2.000327067951346,13.777019547011287,16.705735141842883,105.96497717062141,-15.152302093240538,0.0,-15.24881719987296,104.96602836179271,0.0,-4.7554031053448735,-15.230488075453698,0.9803206365843703,1.0118997505851748,1.798600399016598,0.9803206365843703,1.0118997505851748,2.202053736886094,63.662293385986594,12.390604735672687,66.69535143707023,18.394476806759595,4
4,64.90530107658356,0.8704458350546654,1.0928439923607303,1.9632898274153963,1.0645351512185521,1.0628728379941754,1.9632898274153963,13.142245373161474,16.273782506260826,106.18735975896276,-15.132878436991868,0.0,-15.337325847553439,104.95970023629766,0.0,-4.726377541535597,-15.277250960212816,1.0645351512185521,1.0628728379941754,1.7408916701093309,1.0645351512185521,1.0628728379941754,2.1856879847214605,63.27504365974265,11.726275903209846,66.64186794326115,18.20009991362629,5
5,65.3260474551334,0.8915267814167747,1.087709833191781,1.9792366146085558,0.9985403325738251,1.0837257465618308,1.9792366146085558,13.846745153663724,16.644572643603535,106.37604788457355,-15.145074802992077,0.0,-15.393770537138504,104.94705351022057,0.0,-4.697312806165574,-15.311960870440567,0.9985403325738251,1.0837257465618308,1.7830535628335493,0.9985403325738251,1.0837257465618308,2.175419666383562,63.68357435963192,12.38078063305705,66.6129611813894,18.081700343469482,6
6,64.91349638610971,0.8876067731076036,1.1075290754761438,1.9951358485837474,1.0159465885134076,0.867272710963139,1.9951358485837474,13.359601722671862,16.50489684755987,106.53431516243802,-15.15506076298401,0.0,-15.444632241395214,104.86650626764214,0.0,-4.57489467425874,-15.370596140794062,1.0159465885134076,0.867272710963139,1.7752135462152072,1.0159465885134076,0.867272710963139,2.2150581509522875,63.667389509010285,12.252239218566345,66.95552781127208,18.788152510386894,7
7,65.59542963856808,0.9140315397969413,1.087778574996695,2.0018101147936362,0.9377418639527366,1.0310961267254948,2.0018101147936362,14.3608180786868,16.96066869966856,106.69469138386663,-15.173005394424047,0.0,-15.488371356614353,104.8530567853896,0.0,-4.551928368488084,-15.395516307214182,0.9377418639527366,1.0310961267254948,1.8280630795938826,0.9377418639527366,1.0310961267254948,2.17555714999339,64.11472840731278,13.015158154833289,66.71526410248897,18.19137109698427,8
8,64.54205913516569,0.857074014812611,1.1020111028130228,1.9590851176256339,1.1071664100449803,0.8771074623030993,1.9590851176256339,12.611404712800574,15.99487839349148,106.83273501831464,-15.159937361216969,0.0,-15.543520025111087,104.74881883123611,0.0,-4.416981218358106,-15.453977811583053,1.1071664100449803,0.8771074623030993,1.714148029625222,1.1071664100449803,0.8771074623030993,2.2040222056260457,63.28007790496756,11.522567227004457,66.96104389625063,18.704944159811163,9
9,65.14060450186606,0.8845027479525462,1.0865862973504086,1.9710890453029548,1.0293059818589603,0.9936182316835452,1.9710890453029548,13.652190589656087,16.450229772910053,106.97299394656811,-15.156907957251226,0.0,-15.593720667952637,104.75353027958018,0.0,-4.402951865975056,-15.490583800557117,1.0293059818589603,0.9936182316835452,1.7690054959050925,1.0293059818589603,0.9936182316835452,2.173172594700817,63.74293458577476,12.42901814994601,66.78865119123338,18.2507453059965,10
10,65.3728086681011,0.8920450876499936,1.0791297284556784,1.9711748161056721,1.0059569090313807,1.0460548213498713,1.9711748161056721,13.839378107173332,16.580801140251122,107.10641291246813,-15.164184415416132,0.0,-15.63332979956454,104.71383683376463,0.0,-4.360389247983271,-15.514915993093414,1.0059569090313807,1.0460548213498713,1.7840901752999871,1.0059569090313807,1.0460548213498713,2.158259456911357,63.91206055614467,12.537322777428486,66.71629266315469,18.046690108264116,11
11,64.50554507714095,0.8435844554583705,1.086349107664231,1.9299335631226011,1.1545451476020019,0.9561005731580821,1.9299335631226011,12.356558458636462,15.749999729308438,107.22326788473278,-15.133720543390929,0.0,-15.689184463219533,104.68487541494973,0.0,-4.2935612822531795,-15.569492808472276,1.1545451476020019,0.9561005731580821,1.687168910916741,1.1545451476020019,0.9561005731580821,2.172698215328462,63.193744405588085,11.257196247144657,66.85015954394113,18.315120552104798,12
12,65.17937785098212,0.8784615013531168,1.0789472469917891,1.9574087483449065,1.04594909238443,0.9986252752052482,1.9574087483449065,13.492819289795598,16.355454252569743,107.33986579674885,-15.139332688560144,0.0,-15.724084152618083,104.64829133459824,0.0,-4.248939252244386,-15.596933961412685,1.04594909238443,0.9986252752052482,1.7569230027062337,1.04594909238443,0.9986252752052482,2.1578944939835782,63.79239646595457,12.26538638144345,66.79523588831765,18.12611761814207,13
